10460207	vie	Tom gặp khó khăn với việc tin rằng Mary thực sự muốn đi chơi với anh ấy.
4137097	mkd	Том е постар од мене.
3801197	fin	Opiskeleeko Tomkin ranskaa?
4350230	swe	Tom skulle kunna räddat sig själv.
6389530	swe	Mary hade på sig ett guldarmband.
6979953	tlh	Suverya' Hol vIghojlI'.
3086254	ina	Con que frequentia ha tu visitate Kioto?
5830094	ara	جميعنا اتفق.
6740864	hun	Tom jobban fél, hogy egy arc- és névnélküli ember esetleg lenácizza, mint hogy valaki megkéseli őt és a családja női tagjait megerőszakolja.
4998306	ron	Vremea s-a înrăutățit.
876936	cmn	我喜歡在鄉間散步。
5417843	hun	Folyton történnek váratlan dolgok.
4276373	hun	Mindketten nagyon válogatósak vagyunk.
7274721	ara	عضّ كلب سامي ليلى.
8764835	nld	Ik zou heel graag Parijs zien.
3161338	pes	کیک را با آن چاقو ببرید.
4349629	mkd	Тоа не е злосторство.
7318499	nld	Sami zette Layla af bij de moskee.
1587806	ita	Vedete di essere buoni.
9379145	kab	Nniqal, s teqbaylit snat kan: MST (Mmuteɣ si teḍṣa!) akked tayeḍ.
11162836	tok	mi jo e len sijelo sin.
444239	rus	Есть ли разумная жизнь на других планетах?
5933116	pol	Nie znam się zbytnio na komputerach.
11228998	ara	هل تريد بعض البطاطا المقلية معه؟
5798193	swe	Tom tycker om att lyssna på gamla radioprogram.
9020987	swe	Det var en fullkomlig succé.
9726446	tok	jan Ton li pana e poki lipu tawa jan Mewi.
815999	ina	Io ha confidentia in te.
11000177	swc	Hongera zangu za zati!
7948738	ces	Moje auto bylo při srážce zničeno.
10845307	hau	Ina son zama a bokinka.
5126785	lat	Haud plura locuta Maria profecta est.
9762748	fin	Tomi ja Mari tapasivat juhlissa ja rakastuivat ensisilmäyksellä.
8761987	lfn	Тра куанто темпо папилиос виве?
10145491	ita	La sua voce è veramente profonda.
10794392	jpn	ついに春が到来しました！
9447747	mar	मी टॉमसाठी काय विकत घेऊ?
7048061	tok	ijo li pini e nasin mi la ni li ike mute tawa mi.
7633400	eng	I don't think Tom is going to come to Australia with me.
10789802	bul	Той още жив ли е?
5526432	heb	אתם צהובים.
9492007	nld	Gaan jullie met Kerstmis naar huis?
10640450	cmn	發動機出問題了嗎？
7248040	lit	Kosminis laivas atliko tobulą nusileidimą.
4474349	deu	Ich behalte mir alles.
1959927	dan	Hun lå med lukkede øjne på sofaen.
1186840	ron	Știam că era plastic, dar părea din lemn.
7034881	epo	Ni devas akompani ŝin hejmen.
673489	deu	Ich habe mir sagen lassen, Englisch sei wie gemacht zum Geld verdienen, Französisch für die Liebe und Spanisch, um Gott anzubeten.
7067149	mar	सामीचा देवावर विश्वास होता.
10947690	swc	Kizimu moya iko na winda Bulaya: kizimu yenyewe ni ukomunisti.
7274894	mar	माझा फोन चार्जर बिघडला आहे.
10914765	jpn	公立の学校で先生として働いています。
10653306	ber	Aneɣlaf amenzu n Island yettaxer deffir ma yettwakced-d dakken yesɛa assaɣen d yiwet n teṛmist n usefti yellan deg uzɣar.
2271609	eng	Who wants to wash my dirty car?
164451	jpn	私に何をすればいいか教えてください。
7491241	kab	Ur sɛiɣ ara akud i warrac.
4505324	por	A minha casa fica perto da Torre de Tóquio.
2499827	spa	A pesar de estar cansado, voy a trabajar mucho.
8744747	lfn	Ел иа десенде.
9444588	ukr	Скажіть, будь ласка, правду.
3419277	hun	A műalkotások nem érdeklik őt.
11100793	epo	Via kolĉeno estas belega.
3006118	bul	Нищо не видях.
10783940	ron	Tom nu a terminat încă de scris raportul.
2414765	tlh	'ar 'ab chalqachvetlh?
3317509	fin	Pikkuveljeni katsoo TV:tä.
10013411	ces	Bylo to natočeno v Austrálii.
879817	spa	Sin duda es el mejor para el puesto.
460227	deu	Schau mal, der Zug, der da gerade über die Brücke fährt!
6952253	ukr	Я їду додому.
908058	pol	Te wiadomości są niepokojące.
10863645	hau	"Ina maka godiya sosai." "Kuma?"
7741167	ita	Tom probabilmente non sarà perdonato.
8269183	heb	יהיה לך אכפת שאספר לטום?
9771326	hun	Hol vannak a gyerekei?
10939193	swc	Lucy alishurulikia imbwa yangu.
1675669	heb	היא בערך בת גילי.
10123595	hun	Tom nem rád várt, hanem rám.
4324671	swe	Klarade vi det?
8524726	pol	Ziénksá cénszcz ludżi psise ô swojém codżiénném zÿcziu.
6212788	por	Você não vai?
7971564	deu	Mein neuer Job lässt mir wenig Zeit, mich mit Leuten zu treffen.
7206380	lat	Jamque rubescebat stellis Aurora fugatis, / cum procul obscuros colles humilemque videmus / Italiam. Italiam primus conclamat Achates, / Italiam læto socii clamore salutant.
3174602	ita	Loro hanno fatto tutto per poter fare soldi.
7065376	rus	Я не уверен, что Том поймёт мой немецкий.
10614336	lfn	Када еспериа мерита инвестига е ла компренде е ама плу профонда.
9621401	lfn	Ме префере ла кафе.
11114273	deu	Nimmst du Jesus Christus als deinen persönlichen Erlöser an?
2570186	deu	Maria hat ihren Regenschirm verloren.
7682588	nld	U had de vergadering moeten bijwonen.
9816157	fin	Hyvä sanakirja, jossa on kymmenesintuhatta artikkelia, julkaistiin juuri.
5516079	lfn	Ме но коносе ла споса нова.
4109814	mkd	Том извади тефтер.
3697604	pol	Tom wyjawił nam swoją tajemnicę.
7211105	deu	Das muss Marias Freund sein.
4334663	swe	Hon är yogalärare.
5118765	ara	دفتر يومياتك عندي.
7819338	lat	Quæ concepit et peperit filium dicens: “Abstulit Deus opprobrium meum”; et vocavit nomen illius Ioseph dicens: “Addat mihi Dominus filium alterum!”
1078970	jpn	フルーツジュースが欲しいですか?
2810498	ber	Zemreɣ ad aruɣ mliḥ yes-s.
4052215	mkd	Сакај го пријателот повеќе од парите.
6637385	nld	Ik wil eerst de laatste vraag beantwoorden.
6155560	pol	Nie powiem ci jak on ma na imię.
4206558	lat	Oculi Iuliae pleni sunt lacrimarum.
1219698	nld	Is hij klaar met telefoneren?
9343809	kab	Themmel ɣer Takuct.
3338216	ces	Trochu dneska fouká.
2102888	ber	Ɛebden imsemmuden.
3924558	tlh	qoH jIH ghaytan 'e' DaSov.
1852822	fra	Veuillez sourire !
1295017	pol	Chciałbym umieć mówić po hiszpańsku.
8234354	dan	Jeg har hele dagen haft en let hovedpine.
1568184	heb	האם לחייג גם את אזור החיוג?
5236928	por	Em minha opinião, um filme é muito mais interessante do que um livro.
4030557	swe	Jag har en familj.
8431637	ita	Riesce a malapena a pagare il suo affitto.
9054696	lfn	Та ке нос коменса!
5632709	ell	Είχα τρία εισιτήρια.
2386261	cmn	你喜欢钓鱼吗？我们可以选一天一起去钓。
2365698	mar	मी दर सकाळी साउअरक्राउट खातो.
10685711	ara	أمضى توم يومه أمام التلفاز.
756929	pol	Podała mi kawę.
3562886	nld	Ik ga naar huis.
7908586	hun	Tom csak látogatóban van.
712645	pes	این کشور از منابع طبیعی غنی فراوانی برخوردار است.
1875009	heb	כואב לי בכל הגוף.
3553436	fin	Tom haluaa isomman toimiston.
8657341	nld	Tom bezocht afgelopen zomer Australië.
8504809	lat	Puto fore ut autocinetum novum emam.
7370710	lit	Kaip jūsų sveikata? Ačiū, gera!
3471665	bul	Случи се както той каза.
8027596	ber	Tesmeɛned-d dakken d timsujjit ay tellid.
424337	rus	Я слышал, твой бизнес процветает.
9775533	ukr	Янні пішов збирати інжир на сніданок.
793001	bul	На теб как ти хрумна това?
10403144	ber	Ddant ad d-aɣent takeṛṛust yettwanehṛen.
6565218	ukr	Ви можете відпочити.
4975508	deu	Lass mich dir mal zeigen, wie man Zwiebeln schneidet, ohne zu weinen.
2289168	tlh	juHDaq ghaHbe'taH vavwI''e'.
7964158	lat	Adultumque tradidit filiæ pharaonis. Quem illa adoptavit in locum filii vocavitque nomen eius Moysen dicens: “Quia de aqua tuli eum”.
8791272	eng	Maybe it'd be good for her.
6638848	tok	tan ni la sina kepeken ilo toki anu seme?
8051894	rus	Когда я вернулся домой, он готовил ужин.
6015108	lat	Puella felem mulcet.
11193661	mar	त्याला त्याच्या चश्म्याशिवाय काहीही दिसत नाही.
11020060	eng	No one person should have all the answers.
3260567	bul	Аз обичам костенурките.
6150436	epo	Manjo estas emerito.
2393538	spa	He escalado el monte Fuji.
6796907	deu	Bist du weit weg?
7277895	lat	Sāmī vītricum ōderat.
8286439	mar	मी कॉलेजला जाईन.
2654711	vie	Khi đèn tín hiểu chuyển sang màu vàng, chúng ta dừng lại.
5875105	lat	Quid agis, Thoma?
8466698	eng	They asked Tom about his working experience. He said that he had none.
1358551	lat	Librum in bibliotheca legit.
6679654	ara	توم يحب أن يقرأ
4381505	swe	Tom ringde och sa att han skulle bli sen.
10869122	hau	Kun kunna fitilar ku?
3694469	ina	Un umbra de tristessa obscura tu visage.
6119659	hun	Rosszul hallok.
2020078	epo	Kial vi havas tiom limigitan imagon?
2374279	bul	Млъкни и слушай.
10926555	swc	Vitu hivi vya ajenda vilishughulikiwa kwa umoja wa majadiliano.
7970302	ukr	Де знаходиться італійське посольство?
3283131	srp	Nameštaj je kupljen na aukciji.
2713797	lit	Esant giedram orui, galima pamatyti Fudži kalną.
3538056	vie	Anh ấy vừa mới ở thư viện về.
3937589	bul	Джон изпи много шишета вино.
1250390	srp	Много је шећера у тој црној кутији.
7034831	tok	jan Mali li mama en jan pali pi tomo ona.
1750495	cmn	你太苦逼了。
8967744	jpn	トムがね、私にチェス教えてくれるんだって。
456860	bul	Вчера той се разходи в парка.
222604	jpn	この学校の生徒は親切である。
10649391	dan	Tom reddede mig.
10302873	lit	Aš tikiu, kad tu linksminiesi.
847742	nld	Hij was aan het huilen.
4738417	tok	mi lukin kepeken toki ante mute. taso mi toki kepeken toki ante ala.
8235181	mar	मी तुझ्या पाठीमागे आहे.
2930666	ina	Que cosa non attendite!
7049189	por	Ele sabe fazer truques de cartas.
4183427	spa	No pasó mucho tiempo hasta que alcanzamos nuestro objetivo.
512146	cmn	您让您的孩子喝咖啡吗？
10947687	swc	Mutu mwenye uliona hapa jana alikua bwana Brown.
8893335	srp	Дошла сам овде да нађем одговоре на своја питања.
686691	cmn	我要到花展上展示我的玫瑰花。
7976221	ara	من أين اشتريت تلك القبّعة؟
5703389	epo	Mi pasigis la tutan nokton, skribante la raporton.
3529365	spa	Este cofre está demasiado pesado.
10102023	fra	Un navire qui reste uniquement en rade ou au port ne rapporte rien. Il doit être exposé au vent et aux vagues.
2146647	tlh	'ul pat mutlhwI' moj 'e' neH tam.
11061495	tlh	Huy'a' ghaH?
1405504	lat	Sic est.
9388543	kab	Ddehhimemt ɣer Asif n Ɣiṛ.
4171656	swe	Jag skulle vilja boka ett flyg till Vancouver.
4301527	mkd	Ќе дојдат да го бараат.
8489524	lat	Roma urbs Italica est.
6207672	vie	Tôi thích nước Đức.
11025038	swc	Ningependa usilazamishwe kwenda eko.
7962572	pol	Raz w tygodniu chodzi na lekcje gotowania.
9400191	epo	Sukceso estas la plej danĝera el ĉiuj narkotikaĵoj.
6281047	ukr	Хіба ти тут не новачок?
3660666	cmn	如果给自行车上油,它会跑得更快一些。
6942543	tlh	tlhoS vIHejlu'.
2005864	pol	Lekarstwo powinno podawać się miejscowo.
4968864	lat	Hic nemo est.
4468915	dan	Toms hund skulle luftes.
2462384	lit	Jo idėja tokia pati, kaip ir mano.
774049	pes	او با همه‌ی آدم‌ها ارتباط برقرار می‌کند.
3278187	hun	A férjem az újságot olvassa, mialatt a reggelijét eszi.
10845573	hau	Shin yana wucewa da duwatsu?
2204308	deu	Wir leisten einen Beitrag.
583513	fra	Elle est alcoolique.
5461246	lfn	Аста куандо?
10994197	swc	Kweli, kama hautanisimamisha, nataka uni ongoze ku ba rafiki yangu.
1888535	ara	في صباح الغد, هم سوف يشترون تذاكر لحفلة شاكيرا.
814600	ina	Que es isto in vostre tasca?
94651	jpn	彼女のような女性と結婚したいね。
10092559	hun	Ez magánút.
7640966	ita	Andiamo a costruire mattatoi in Egitto.
7913106	rus	Я люблю ходить в гости.
8975423	jpn	父はフランス語の文書を日本語に訳しました。
8261990	fin	Näetkö sinä ruusun?
423564	nld	Haast je, of je haalt de trein niet.
4638501	fin	Minä en ole lesbo.
560953	spa	Intenté escucharle atentamente.
8797208	lfn	Esta strada es multe ruidosa.
2915952	por	Você se divertiu.
928490	ron	Oamenii deștepți știu cum să facă bani din orice.
8492740	ber	Ur k-nwiɣ ara akka i tgiḍ.
1666048	lit	Paskolink jam tiek pinigų kiek jam reikia.
1873970	por	"Reflita bem sobre isso, por favor!" "Mas sobre isso o quê?"
741981	tlh	ghojmoHwI' ghaHpu' SoSDaj'e'.
1231400	tur	Köpek John adına karşılık veriyor.
7626514	ita	Vanno a costruire case in Canada.
10811572	hau	Jama'a ne ke zaben shugaban kasar.
10886562	hau	Yanayi mai daɗi shi ne mutum ya kasance cikin walwala, da kwanciyar hankali.
707907	dan	Kunne du tænke dig noget at drikke?
9177024	spa	Estuve muy en contra de decirle lo que pasó.
357633	pol	Podaj rozdział i wiersz.
7036080	ara	كان لديّ مدرّسون جيّدون.
3839927	ina	Vos esseva bon, nunc vos es melior.
5708540	por	Ela está crescendo.
4580275	vie	Để Tom thử đi.
3494234	tok	sitelen tawa li pona tawa sina anu seme?
9728773	spa	La plaza que solía estar repleta, ahora sólo la habita el viento.
948178	pol	On jest zmęczony, ja też.
8664324	tok	len ni li pona ala pona tawa sina?
1804443	heb	הוא נותן כל יום תפוח עץ למורה.
9146682	lfn	Do es la ofisia de site?
1696311	spa	Creo que deberías visitarle.
4250225	srp	Jedini dokaz su bili otisci prstiju na prozoru.
9242972	kab	Ad ddmeɣ ddellaɛ-nni ɣer At Ziri.
9049053	ukr	Я твою думку їбав у рота й дупу.
10370756	spa	Esa convicta le clavó un cepillo de dientes afilado a su compañera de celda.
2410965	cmn	突然，我们听到了那只猫的尖尖的叫唤。
1872855	ara	هل تتحدث الألمانية؟
1567313	vie	Cuối cùng tôi có thời gian để trả lời thư mà tôi đã nhận trong 3 tuần qua.
10179932	spa	Una sociedad sin religión ni valores morales es una sociedad muerta.
2714601	lit	Jis daug skaitė.
7064632	kab	Tessneḍ awal uffir n Tom?
9615313	rus	Мы здесь по той же причине.
8507697	ber	Ḥemmleɣ ad urareɣ tizizwit taderɣalt.
10610235	tlh	neqratlh lo'nISbe'choHpu' tam.
7914622	tur	Yaşın sandığımdan büyükmüş.
10700485	spa	Uy, se me acaba la pila.
8218242	pes	من دویست دلار مالیات پرداختم.
10732964	nld	Hij is van haar afhankelijk.
11156141	fra	Beaucoup d'entre eux ont perdu leurs gagne-pain.
8181201	pes	خروسهایی وجود دارند که می‌پندارند چون قوقولی قوقول کرده‌اند، خورشید طلوع کرده است.
232137	jpn	あなたは記憶がよい。
2091841	cmn	我每年接受一次全面体检。
3478651	srp	Ali ja to nisam uradio.
3321967	bul	Какъв е номерът на стаята ви?
8150081	kab	Tsebzeg-akent-tt.
5126841	lat	Hodie apud sororem prandeo.
10978039	swc	Siku-jali ile inafaa kwa wakati ule.
10231056	ara	كان زيري يكتب.
3536125	ces	Nezoufej, ještě není všechno ztraceno.
762398	bul	Тя пита как е възможно това.
2124875	heb	אינני מגדילה את עיניהם.
1327179	lat	Oculi speculum animae sunt.
7787415	nld	Ik liet hem zien wie de baas is.
8814635	ber	Ad akent-in-azneɣ yiwen n udlis n ulmad n tmaziɣt s talɣa n pdf.
7465821	ukr	Чому вона захотіла стати учителем?
8843006	ces	Sami je v koupelně.
2382832	tlh	qaHaghchoHmoH qar'a'?
4456530	dan	Jeg tror at uret er gået i stå.
4414838	ces	Tom odpověděl.
6214463	deu	Sie ist verheiratet und hat Kinder.
761137	bul	Откъде сте?
10713605	swe	"Spelar du fotboll?" "Nej, men jag spelar tennis."
1908221	epo	Mensogdetektilo funkcias, detektante modifojn de la pulsobatoj kaj de la spirado.
6022930	spa	¡Me compré una montaña de caquis!
9586334	ron	Stația este în reparație.
3130208	swe	Hon sprang runt i lägenheten och letade efter plånboken.
6094827	ita	Ne discuterò con loro.
669104	hun	A kincs sokáig rejtve maradt.
9952370	ell	Τα παιδιά μου είναι δίδυμα.
9095523	por	Eu tenho dois irmãos e duas irmãs.
9624748	kab	Ur nessebleɛ ara tafḍiṛt-nni.
5474896	ell	Όλοι μου οι φίλοι μπορούνε και μιλάνε Γαλλικά.
10227212	epo	Mi volis kredi vin.
3108063	pol	Jakie krótkie jest życie!
8844057	srp	Трепнух.
7323852	ell	Το όνομά μου είναι Κύριλλος· χαίρομαι για τη γνωριμία!
6835777	tlh	SamuS.
8853523	srp	Хавиер је поцрвенео.
9779821	dan	Er du et godt menneske?
11012670	swc	Ninafikiria kuwa bikira.
9706315	deu	Unter diesem Stein hat ein Regenwurm Quartier bezogen.
1356083	fra	Elle a passé toute l'après-midi à cuisiner.
2331294	bul	Ти не знаеш нищо.
1090135	tur	Tom, Mary'yi yeniden gördüğü için mutluydu.
2564269	ita	Io sono già fidanzato.
5943912	por	Tudo bem, qual é o plano?
8380073	lfn	Tom ia lansa un lete bateda a Nigel Farage.
10112515	tlh	Qapchu'taH nabvam.
7054518	lat	Subito de sella surrexit.
6882592	srp	Влада је пала након гласања у парламенту.
10552157	cmn	汤姆今天可能考虑不去上班。
2757175	cmn	我很缺錢。
4684598	heb	בפעם הבאה אתה קונה.
10635758	swe	Den är för trång.
10480094	ber	Ad teččem tikukiyin n uskenjbir?
2570816	ell	Είμαι ψηλότερη από εσένα.
2006096	ita	A me piacciono i vostri capelli.
9241376	fin	Käyttäytykää kunnolla sillä välin, kun olen poissa.
11084518	lat	In toto corde tuo honora patrem tuum, et gemitus matris tuae ne obliviscaris: memento quoniam nisi per illos natus non fuisses; et retribue illis, quomodo et illi tibi.
7682384	nld	We zijn allemaal gelukkig.
7633963	ron	A urmat tăcerea.
5652514	pol	Usiądź tu w pobliżu.
2507558	mar	टॉमने नळ चालू केला.
2338626	ber	Marie ur tennum tesskanay-d ayen umi tettḥulfu.
2260528	ara	"هل قبلته؟" "نعم قبلته".
3839349	vie	Tôi thích cốc trà của tôi.
1358569	lat	Librum legere studium nostrum excitat.
5145934	lat	Melle abundamus.
2699333	swe	Min mor tar en tupplur varje eftermiddag.
10537187	cmn	玛丽，你想学塞尔维亚语吗？
1909983	heb	את צריכה להיות כאן לכל המאוחר בשעה שתיים וחצי.
7711079	lit	Ar tavo svoris padidėjo?
10955437	swc	Ulisema utaishurulikia.
1404632	spa	Mi hermano mayor terminó muy rápido su tarea.
11098310	ces	Idir koupil maso.
2724909	tur	Babam sana selamını söyledi.
2010474	epo	Li estas viro riĉa, sed teda.
791043	pes	او اسپرانتو را تدریس می‌کند.
907868	pes	جو به شدت عاشق آن دختر است.
10831066	hau	"Dang Me" ba shine waƙar farko da Roger Miller ya rubuta ba, amma shine ne farkon waƙar sa da ta zamto bakandamiya.
5303962	lfn	On ave un table de sanduixes su la fenetra.
10850578	hau	Ko shakka babu, mafarkin wani tunani ne na wata rayuwa da ta wuce.
2899743	tur	Bu kitapta üç yüz sayfa var.
1320225	tlh	pumpu' pormey.
9638496	por	Eu perdi o final do jogo; qual foi o escore?
1078834	tur	O, bu bahar liseden mezun oldu.
967649	pol	„Lepiej nie wkładaj tej czerwonej sukienki.” „A czemuż to?”
9688856	mar	सामीला मजा करायची होती.
2339268	epo	La arboj de mia ĝardeno ricevas foliojn.
10825874	ces	Moje kočka má ráda moji klávesnici.
3785847	epo	Li restis sidanta tie dum du horoj.
3313209	dan	Hos Tom og Maria kunne jeg godt tænke mig engang at være en flue på væggen.
8823144	srp	Нисма члан комитета.
10191294	deu	Wie lange noch, bis wir ankommen?
591622	pol	Mój ojciec prowadzi restaurację.
4768966	tok	jan li toki lon toki Inli anu toki Kanse lon ma Kanata.
6549639	mar	हे तुमचं हस्ताक्षर आहे, नाही का?
9353250	eng	Search!
1349277	lat	Gallinaceam emit.
8443664	lit	Tas kažkiek skiriasi nuo to, ko aš noriu.
1965128	swe	Nu när jag tänker på saken så levde vår familj ett mycket eländigt liv.
3526252	vie	Tôi chỉ biết thế thôi.
1372594	ara	كيف هي شقتك الجديدة؟
8918244	por	Não tenho tempo para férias.
8795167	lit	Aš Tomui turiu svarbų pranešimą.
3088137	ell	Το χειμώνα πέφτει χιόνι.
7548733	deu	Wie man Schwarzkopf-Meerbrasse zubereitet: Als Sashimi schmeckt sie am besten.
7456454	ber	Imensi-is yečča-t deg usečču n usensu.
832718	ara	تكتب أمها رسالةً.
9269514	lit	Jis negalėjo įniršio sutramdyti.
2265842	spa	No haga usted las cosas a medias.
5640730	cmn	汤姆把报纸放在桌上。
4294567	pes	هرکه بامش بیش، برفش بیشتر.
5775466	heb	תום בטוח לא עשה את זה.
10288605	tlh	veQ wIlelta'.
10926924	swc	Mubi angaliye na secretaire wangu.
8541699	nld	Ik zou daar niet willen wonen.
4034545	rus	Хотите, он вам поможет?
9666393	ina	Il ha multe homaros in le glauchette cassa.
8080991	dan	Jeg hader mus.
4451371	swe	Tom borde uppmuntras.
10964694	swc	Biti, meza, kabati na bitu ingine ya mu salon bilikuwa bya kisasa.
10983701	swc	Wenye wananifamia wanajua kama niko mukatoliki.
777347	bul	Той излезе изпод колата.
7478163	ina	Mi soror me outava a mi parentes!
717648	pes	در دنیای زبان اسپرانتو مکاتبه نقش مهمی را بازی کرده و می کند.
5970313	heb	תום נמצא איפשהו בבנין.
6601683	spa	Tu padre te quiere.
9626417	ara	هل تعلم أن على هذا الجّبَل تعيش الثّعالب؟
9986213	deu	Ich könnte dich nicht umbringen.
4059224	hun	Bélának nagy a bandája.
1619408	lit	Aš tuoj pat jai paskambinsiu.
661976	epo	Patti ĉesis skribi al ŝiaj amikoj en Kanado.
9285175	hun	Tedd félre ezt a csomagot!
8237277	ces	Jednou bude slavná.
6549058	ita	Non le posso semplicemente ignorare.
1018519	fin	Lopeta jo!
9631166	kab	Seg imir-n ur isusef tasa-nni.
7205998	ara	فاضل من مصر.
4512061	ber	Tessawḍem ad trewlem.
3765102	deu	Ich liebe es, Wale singen zu hören.
9679076	jpn	トムが感謝祭のためにここに来てるんだ。
4665686	eng	Tom didn't have to thank me.
1896526	dan	Han kørte lynhurtigt.
10513494	lit	Ko tu nori pietums?
9841053	lit	Atrodo, kad jis nelabai mėgsta mano kompaniją.
5282922	hun	Kedves fiú.
2222232	por	Parece que peguei um resfriado.
10952681	swc	Hauwezi jua ni wapi njo utapatia bahati.
9266723	kab	Ad s-ceɛɛlen ɣer Taskenfut.
8974555	vie	Chúng tôi đã đi London vào năm ngoái.
5746	vie	Đừng coi tôi như người "bình thường"!
4593340	spa	Quiero una habitación para esta noche.
10914285	swc	Malkia Elizabeth II angeaminika kuwa mzao wa Genghis Khan kupitia bibi yake.
9536842	kab	Ad thumm ɣer Sidi Ɛic.
448286	ara	هذا تخصصه.
7899353	nld	Ze is Nederlands.
2487985	ber	Mass Smith ur yessawal tanglizit, naɣ?
9068032	vie	Tom gần như không bao giờ sai.
5488574	ell	Νόμιζα πως ήταν φίλος σας.
10911788	swc	Ili kuongeza experience yangu ya kusafiri, nilianzisha kampuni kidigo ya kusafiri.
10569121	cmn	我不想再花時間跟湯姆討論了。
1792005	spa	¿A qué hora cerráis?
5360057	vie	Tuyệt vời!
4164436	mkd	Мислам дека не треба да ја пиеш таа вода.
9736685	dan	Vi er ikke fremmede.
10913983	swc	Kuna wale ambao, katika hali ya kukata tamaa, banatafuta msaada kwa maombi ya wengine, lakini hawafikirii kujiombea.
7247733	kab	Ad awen-fkeɣ d acu ara teččem.
10499579	epo	Ni povas vidi la lunon super la arboj.
2418087	por	Eu não estou doente.
4378546	por	Tom é o líder.
7164803	pol	Tom jednym szarpnięciem rozsunął zasłony.
9424175	tur	Bu koşullar altında, çalışanların özverili olmasını beklemek akıllıca bir şey mi?
10938949	swc	Ikiwa kama nimekudanganya, mupenzi wangu, ni kwa kubadilishana maneno matamu machache na wale ambao macho yangu yaliona kuwa ni warembo. Kinywa yangu ilikuwa imekubaliana, alakini roho wangu, haikukuwa inajua chochote.
7800523	ukr	Вже майже 12.
10855618	hau	Mu shiryawa Asabar.
6096100	tur	Birinin cehaletinin boyutunu bilmek önemlidir.
7739849	ita	Qualcuno ha visto il suo nuovo amico.
1744638	ber	Tagara-a, qqleɣ ḥemmleɣ ad sqedceɣ tasefsit-nni tamaynut.
1149057	epo	Tom ne povas legi la francan.
10305554	tur	Kibar ol, amın oğlu!
2716070	lit	Pamatę žvaigždę, jie labai apsidžiaugė.
3768429	tur	Tom'un ne yapacağından emin değilim.
10931566	swc	Pizza moja? Ndiyo, inaweza kuwa sawa.
6812392	rus	Я не думаю, что могу сделать всё сам.
3851444	pol	Oboje się zrelaksowali.
4950214	vie	Brazil là quốc gia lớn nhất ở Nam Mỹ.
4737686	bul	Не го виждам.
5426987	lfn	Ен меа каса, ла шеф ес меа мадре.
1377122	por	Todas as coisas foram criadas por Deus.
9229017	kab	Ddmen zzeɛṛuṛ-nni ɣer At Hicem.
3550936	rus	Мы должны разделять политику и религию.
4974904	ron	Amândoi știm ce s-a întâmplat.
787282	deu	Ihrer Meinung nach ist er der beste Musiker, den sie je gesehen hat.
457061	ara	إنها تعيش في نيويورك.
